商品名称,价格,会员,级别,评价星级,评价内容,时间,点赞数,评论数,追评时间,追评内容,商品属性,页面网址,页面标题,采集时间,sku,好评度,评价关键词
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    阿***7            ,                    PLUS会员             ,star5,空调非常好，安装服务态度也好。,2023-04-14 20:08,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:33.597,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***q            ,                                 ,star5,商品满意，安装满意,2023-04-14 19:51,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:33.693,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***u            ,                                 ,star5,还不错,2023-04-14 19:07,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:33.777,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***j            ,                                 ,star5,款式，服务都很满意，安装师傅很热情,2023-04-14 19:05,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:33.866,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    J***F            ,                                 ,star5,此用户未填写评价内容,2023-04-14 19:00,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:33.965,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***p            ,                    PLUS会员             ,star1,太差了！本来是一次愉快的购物，没想到后续的售后真的无力吐槽，说好的活动种草一台一张*元的E卡，发布了种草然后又说等20个工作日才发E卡，等到发E卡时间又说不按要求发布数量，就只有一张E卡，一点诚信都没有。真不知道这么大的品牌客服是用来摆设的吗？售后安装预约更是糟透了，同时买3台空调，要分几天下单安装，又不提供客服电话，问个事情得花费很长时间才能处理，目前空调还没使用，质量方面到时继续评价。请大家谨慎购买~,2023-04-14 18:36,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:34.063,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***Q            ,                                 ,star5,安装师傅很专业。服务很好,2023-04-14 18:19,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:34.160,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***e            ,                                 ,star5,安装及时,2023-04-14 18:18,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:34.257,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***7            ,                                 ,star5,安装很细心,2023-04-14 17:53,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:34.354,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***k            ,                    PLUS会员             ,star5,一直用美的空调老牌子值得信赖，不仅东西好金山安装工俞师傅服务态度也好，因为我安装的位置比较特殊，不管售前售后有问题都能及时解决，必须好评！,2023-04-14 17:50,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:34.458,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***0            ,                                 ,star5,美的空调质量很好，安装师傅也很用心,2023-04-14 17:38,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:45.998,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    吴***奉            ,                                 ,star5,美的空调好用，节能、省电，静音，我家现在美的产品有很多，值得好评,2023-04-14 17:36,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:46.079,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    g***3            ,                                 ,star5,空调很好！送过来没有任何磕碰损坏！送货小哥和安装师傅们都特别好，会提前打电话预约上门时间，服务专业，态度优秀，注重细节（会脱了鞋踩在凳子上）！京东效率很高！,2023-04-14 17:21,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:46.158,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    f***k            ,                                 ,star5,安装工作人员辛苦了！敬业！,2023-04-14 17:17,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:46.228,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    张***6            ,                    PLUS会员             ,star5,此用户未填写评价内容,2023-04-14 17:13,0,0,[购买1天后追评],发货速度快，安装速度快，态度好，以旧换新有补贴。,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:46.303,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    s***s            ,                    PLUS会员             ,star5,"外形外观：非常好看
冷暖效果：冷暖效果快
静音效果：基本听不到声音
送货时效：非常快
安装时效：送到第二天上午就装好了，速度",2023-04-14 17:09,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:46.379,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    期***8            ,                                 ,star5,很舒心的一次购物～拆旧空调～送货到安装～各方面都是可以的～?,2023-04-14 16:57,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:46.460,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
"
                                        
                                                                                美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1                ","
                                ￥
                                2669.00
                                                            ",                                    j***1            ,                                 ,star5,安装很好，空调看上去很好看，下次还会再来,2023-04-14 16:57,0,0,,,【1.5匹】酷省电一级 节能25%                                                                                     ,https://item.jd.com/100043945122.html#comment,【美的KFR-35GW/N8KS1-1】美的（Midea）空调 1.5匹 酷省电 新一级能效 变频冷暖 自清洁 壁挂式空调挂机 智能家电 KFR-35GW/N8KS1-1【行情 报价 价格 评测】-京东,2023-04-14 20:51:46.549,100043945122,99%        ,"外观漂亮(154)/
超级省电(133)/
美观大方(119)/
安装师负责(91)/
制冷给力(58)/
功能合理(36)/
声音很轻(36)/
工艺精美(23)/
风大马力足(17)/
节能环保(13)/
使用舒适(10)/
夏季必备(4)/
自带挡风板(1)/"
